engagement_id,customer_id,email_opens,email_clicks,website_visits,loyalty_points_earned,last_engagement_date
94543,15688,15,6,12,74,2024-03-03
94544,145497,19,7,29,1080,2024-01-01
94545,7132,14,5,4,4407,2024-10-21
94546,192192,4,8,4,3409,2024-04-23
94547,107886,3,4,28,3779,2024-07-01
94548,6285,0,8,2,2258,2024-03-26
94549,155657,9,1,17,964,2024-10-21
94550,153335,6,1,30,2067,2024-08-26
94551,107976,10,4,7,1282,2024-07-21
94552,102766,3,4,8,2608,2024-09-26
94553,154545,8,8,43,4414,2024-03-27
94554,64700,2,6,27,3513,2024-01-29
94555,72135,6,8,12,2733,2024-07-31
94556,47451,6,8,36,2234,2024-10-04
94557,103417,0,6,10,4530,2024-06-21
94558,30330,11,4,20,234,2024-03-19
94559,92031,11,4,46,2265,2024-08-09
94560,55801,2,7,40,333,2024-01-06
94561,1236,18,2,27,4114,2024-05-13
94562,81202,4,7,34,2865,2024-03-24
94563,173401,18,1,37,3902,2024-10-08
94564,120404,9,9,21,1448,2024-10-15
94565,56021,6,9,10,4473,2024-03-15
94566,10852,12,5,48,682,2024-07-08
94567,38482,9,1,1,2669,2024-02-28
94568,145246,1,6,28,1733,2024-10-03
94569,96315,4,8,27,4750,2024-02-16
94570,111062,15,4,48,3558,2024-12-01
94571,153591,18,3,19,1653,2024-07-08
94572,94294,14,8,35,3972,2024-05-14
94573,191700,17,3,37,4148,2024-10-02
94574,20293,17,9,17,19,2024-06-02
94575,103599,4,5,22,2493,2024-03-23
94576,44984,15,2,18,1797,2024-11-27
94577,78853,13,2,44,4552,2024-05-06
94578,13742,1,1,0,4728,2024-06-10
94579,191534,5,1,33,3910,2024-04-11
94580,95952,13,4,21,4146,2024-10-08
94581,83753,2,1,41,1954,2024-04-13
94582,8852,19,0,3,3434,2024-01-11
94583,117052,0,8,16,2241,2024-09-28
94584,34841,16,7,22,1165,2024-11-01
94585,184492,3,8,20,4537,2024-04-06
94586,186692,13,7,28,960,2024-03-31
94587,114081,2,7,38,827,2024-07-20
94588,126802,19,7,39,1202,2024-12-20
94589,159444,19,3,0,3498,2024-08-28
94590,36738,8,3,5,2844,2024-08-29
94591,164113,9,0,23,4620,2024-01-31
94592,159459,3,2,7,1592,2024-09-29
94593,95772,19,2,14,2958,2024-10-23
94594,65456,13,5,40,3879,2024-03-20
94595,122050,19,0,1,3283,2024-06-04
94596,106420,6,5,10,4655,2024-08-05
94597,65548,18,3,24,1977,2024-12-28
94598,80071,6,4,31,3310,2024-03-27
94599,194638,8,0,26,1203,2024-12-12
94600,125929,14,6,4,3737,2024-12-28
94601,152752,18,0,39,2866,2024-06-03
94602,193119,8,4,15,904,2024-03-20
94603,184554,2,1,13,2966,2024-05-07
94604,147170,12,7,29,1382,2024-03-14
94605,192711,2,4,14,2824,2024-06-10
94606,14928,5,9,0,4365,2024-02-14
94607,88451,9,1,46,3136,2024-11-09
94608,186237,10,6,41,2064,2024-05-22
94609,30616,0,4,13,732,2024-03-13
94610,6897,5,5,42,1592,2024-11-06
94611,95286,14,0,44,118,2024-12-13
94612,162146,4,6,29,3619,2024-10-25
94613,93208,6,9,13,3800,2024-03-17
94614,170726,8,0,8,2223,2024-04-29
94615,151149,6,6,5,586,2024-06-22
94616,68969,8,0,35,3262,2024-07-06
94617,152214,11,0,35,1085,2024-07-28
94618,180719,1,0,20,2861,2024-04-12
94619,5462,10,2,32,3681,2024-06-15
94620,16935,1,5,38,4366,2024-06-05
94621,98238,13,1,30,2003,2024-03-05
94622,35751,12,7,21,479,2024-03-21
94623,197019,14,6,26,751,2024-07-17
94624,55852,16,5,6,1370,2024-09-25
94625,89393,7,4,41,3813,2024-11-21
94626,123353,2,6,30,2722,2024-05-22
94627,98757,2,3,27,1156,2024-10-11
94628,121948,19,6,48,1821,2024-06-03
94629,55687,17,3,36,3682,2024-04-27
94630,32560,15,2,47,121,2024-05-15
94631,173173,2,2,0,173,2024-11-07
94632,142103,11,0,18,452,2024-08-25
94633,76687,0,6,11,4554,2024-02-29
94634,180365,5,2,24,2420,2024-10-24
94635,197573,6,9,13,2555,2024-07-06
94636,66209,16,5,14,2834,2024-09-14
94637,83532,12,5,29,2071,2024-03-17
94638,59454,0,7,14,4951,2024-12-10
94639,71421,12,1,30,2829,2024-10-15
94640,34374,7,5,19,3884,2024-03-11
94641,82694,16,8,14,957,2024-11-25
94642,123617,18,5,41,4612,2024-04-20
94643,109616,10,4,6,3946,2024-08-29
94644,192792,15,1,23,2340,2024-12-16
94645,12108,5,2,4,2461,2024-11-15
94646,65166,4,9,8,2157,2024-08-11
94647,26919,7,0,23,3725,2024-12-11
94648,155613,3,5,43,579,2024-10-03
94649,81239,2,2,37,4357,2024-11-08
94650,132422,4,5,36,1343,2024-12-27
94651,62172,15,3,14,2270,2024-04-08
94652,43358,19,1,27,4122,2024-06-17
94653,168681,12,9,17,1589,2024-05-31
94654,180152,12,3,44,117,2024-08-13
94655,120400,16,1,46,4265,2024-07-23
94656,44169,11,6,49,3948,2024-05-02
94657,94940,3,8,38,2598,2024-06-03
94658,156373,11,1,34,1602,2024-03-06
94659,192430,14,8,28,3542,2024-04-23
94660,146469,0,7,17,4675,2024-02-18
94661,68869,15,4,6,3785,2024-09-19
94662,116627,1,7,31,4481,2024-07-01
94663,47782,14,9,31,3571,2024-03-25
94664,50800,18,9,42,2259,2024-07-31
94665,90459,9,4,48,4765,2024-04-11
94666,181207,8,8,37,3814,2024-12-20
94667,195170,11,1,34,3307,2024-06-26
94668,146052,17,9,34,554,2024-10-24
94669,178453,4,2,25,4161,2024-04-03
94670,65728,8,3,24,428,2024-10-26
94671,53492,15,6,33,4214,2024-02-24
94672,37606,1,3,23,2832,2024-02-14
94673,51772,7,1,29,3800,2024-08-05
94674,151902,3,3,22,3682,2024-02-26
94675,10246,14,1,5,564,2024-07-26
94676,115792,0,9,29,1387,2024-05-09
94677,92109,8,7,18,1433,2024-06-16
94678,90528,19,5,27,4382,2024-05-29
94679,103489,5,8,2,1703,2024-01-21
94680,127865,2,5,38,1605,2024-07-27
94681,122659,14,5,39,2963,2024-11-21
94682,81962,12,2,37,4067,2024-02-07
94683,15614,19,9,37,1454,2024-08-31
94684,194306,18,7,34,4990,2024-02-17
94685,171537,2,4,37,1179,2024-08-04
94686,93738,4,0,32,363,2024-11-06
94687,4693,16,7,25,43,2024-11-06
94688,182084,4,0,46,3508,2024-12-06
94689,134699,12,5,17,2090,2024-10-08
94690,182666,3,3,34,1572,2024-11-02
94691,26886,10,1,48,4438,2024-02-24
94692,32235,6,9,14,753,2024-07-05
94693,109296,5,7,30,2785,2024-03-24
94694,38105,15,4,6,1743,2024-03-23
94695,177658,16,7,6,3006,2024-11-10
94696,119427,12,8,34,2033,2024-03-19
94697,166122,6,1,36,2951,2024-06-28
94698,12422,11,6,25,1050,2024-12-11
94699,167593,11,7,26,2175,2024-01-24
94700,174627,19,7,40,2357,2024-11-01
94701,71995,12,9,43,297,2024-11-03
94702,182320,19,9,8,3232,2024-12-02
94703,172064,6,9,6,2937,2024-03-28
94704,144603,9,6,39,3676,2024-06-25
94705,129664,17,0,22,58,2024-01-15
94706,41410,13,4,9,1623,2024-01-21
94707,148205,12,9,45,2874,2024-10-11
94708,64522,10,8,7,4808,2024-03-31
94709,170103,3,9,24,507,2024-01-08
94710,196250,12,1,29,3725,2024-02-19
94711,20515,10,2,13,1005,2024-12-20
94712,11109,0,7,34,3973,2024-07-14
94713,103665,1,7,13,910,2024-11-13
94714,188813,18,3,49,4560,2024-08-06
94715,14274,12,5,18,2339,2024-12-01
94716,24832,2,0,45,3229,2024-05-11
94717,41056,8,3,19,3685,2024-10-25
94718,198086,13,9,33,4603,2024-08-03
94719,44555,15,3,7,3564,2024-11-19
94720,97459,4,4,12,1686,2024-11-30
94721,23341,11,5,9,1543,2024-08-17
94722,106766,3,9,17,2948,2024-12-24
94723,151584,3,2,0,3928,2024-07-05
94724,133635,3,7,22,4928,2024-10-14
94725,3149,10,8,33,3543,2024-04-24
94726,57209,6,0,10,4896,2024-09-23
94727,81236,6,6,22,280,2024-03-08
94728,24836,7,5,9,2023,2024-01-05
94729,26496,18,7,14,2439,2024-06-17
94730,11931,13,3,36,3637,2024-04-21
94731,57978,3,8,42,4636,2024-07-07
94732,170862,5,9,3,1122,2024-02-01
94733,197594,7,1,47,4096,2024-03-14
94734,7347,6,1,4,1519,2024-03-03
94735,17804,9,5,11,502,2024-10-13
94736,112715,6,8,0,3710,2024-08-27
94737,32918,0,6,26,353,2024-08-21
94738,89627,12,7,1,3516,2024-12-14
94739,37644,4,7,33,1286,2024-08-12
94740,25932,1,9,45,3146,2024-08-16
94741,150016,9,9,24,1816,2024-01-23
94742,76352,10,1,47,3392,2024-12-21
94743,197600,10,6,14,126,2024-07-03
94744,22722,3,1,44,4389,2024-06-08
94745,136441,10,8,36,410,2024-07-20
94746,149441,10,9,15,3230,2024-02-18
94747,159469,13,7,29,4696,2024-06-09
94748,124862,12,7,6,2408,2024-02-19
94749,74375,14,7,4,1852,2024-12-18
94750,177251,11,2,36,1471,2024-12-15
94751,196479,7,4,1,3154,2024-03-03
94752,83463,15,7,2,4834,2024-10-14
94753,51030,6,3,33,1472,2024-12-24
94754,159706,11,7,4,2382,2024-12-20
94755,164528,10,8,3,530,2024-09-30
94756,109605,6,8,47,2041,2024-07-20
94757,147694,12,3,6,398,2024-04-09
94758,80257,8,1,30,3978,2024-12-08
94759,99738,4,2,28,1096,2024-01-06
94760,42922,9,6,0,3204,2024-04-12
94761,103455,6,7,16,670,2024-08-11
94762,65856,11,9,9,3299,2024-02-16
94763,26066,17,2,28,2900,2024-09-14
94764,61488,4,2,23,3820,2024-06-12
94765,148712,16,9,48,1538,2024-11-01
94766,101202,15,7,17,2845,2024-10-22
94767,81162,8,3,43,3523,2024-05-29
94768,100544,3,8,5,2097,2024-02-06
94769,105842,15,6,31,775,2024-11-24
94770,16338,10,8,1,3276,2024-07-19
94771,150781,18,2,8,2406,2024-05-19
94772,22695,19,7,47,3897,2024-02-14
94773,85570,5,5,34,3221,2024-04-12
94774,32047,3,2,11,4886,2024-08-06
94775,60047,1,5,6,669,2024-03-17
94776,137015,5,4,29,3852,2024-04-08
94777,166717,6,3,25,3691,2024-01-26
94778,22113,7,9,28,4473,2024-08-31
94779,134905,6,4,41,416,2024-04-17
94780,197245,8,3,36,3125,2024-03-29
94781,51579,18,1,47,3710,2024-11-10
94782,195979,5,7,1,1347,2024-05-09
94783,101179,19,8,37,2818,2024-08-14
94784,104619,7,6,14,2069,2024-07-22
94785,167439,17,9,5,1481,2024-07-04
94786,97711,19,8,25,3222,2024-05-19
94787,78072,19,8,22,3214,2024-03-15
94788,23877,15,2,20,3352,2024-04-28
94789,57233,18,3,30,515,2024-04-20
94790,102203,7,7,30,411,2024-11-29
94791,30470,14,1,12,4980,2024-02-25
94792,44434,10,5,20,4966,2024-05-09
94793,147642,10,6,43,3069,2024-05-21
94794,129502,14,0,26,2142,2024-08-06
94795,158091,1,1,24,2913,2024-02-10
94796,523,12,2,34,2219,2024-07-16
94797,97810,16,0,0,1729,2024-06-10
94798,186526,1,6,23,102,2024-08-02
94799,46877,10,5,47,2609,2024-06-22
94800,197222,0,5,23,4190,2024-04-20
94801,75677,3,4,5,3700,2024-08-13
94802,48619,17,2,24,3353,2024-03-16
94803,38726,16,8,46,2291,2024-06-26
94804,56131,14,4,21,4456,2024-02-14
94805,153479,6,5,22,2124,2024-06-29
94806,41919,3,4,9,2084,2024-07-17
94807,195785,13,2,14,4157,2024-03-19
94808,76451,14,2,11,322,2024-09-12
94809,174321,14,1,29,1778,2024-08-11
94810,183659,8,5,28,3333,2024-01-22
94811,21912,13,0,26,650,2024-03-13
94812,41775,4,3,29,3754,2024-09-10
94813,198293,10,4,4,353,2024-08-13
94814,131079,7,8,17,4315,2024-10-31
94815,52511,2,2,13,4624,2024-03-19
94816,170076,1,3,11,3298,2024-07-15
94817,18437,9,5,9,983,2024-02-20
94818,187671,7,3,37,4625,2024-01-20
94819,97395,18,6,27,3021,2024-04-29
94820,80958,10,7,28,3650,2024-07-16
94821,197057,14,9,5,771,2024-08-03
94822,31165,9,1,33,2648,2024-12-04
94823,153715,9,4,47,562,2024-10-30
94824,141812,19,3,33,4429,2024-01-19
94825,109210,15,4,37,899,2024-01-28
94826,7585,3,7,6,126,2024-05-12
94827,61918,12,0,29,1125,2024-10-06
94828,130635,18,1,47,2540,2024-02-19
94829,60086,1,6,25,3380,2024-01-26
94830,110537,6,7,0,4520,2024-11-04
94831,97997,19,1,40,3274,2024-07-20
94832,118106,17,0,16,3953,2024-09-21
94833,51505,9,1,35,3340,2024-06-07
94834,100978,1,0,22,3325,2024-08-13
94835,53,2,1,14,3750,2024-11-28
94836,70669,12,0,19,1624,2024-06-19
94837,154358,19,9,0,1392,2024-05-05
94838,85823,3,0,25,1307,2024-02-02
94839,99919,19,3,35,3373,2024-06-12
94840,39572,13,8,28,4717,2024-11-17
94841,80734,18,1,19,3566,2024-10-22
94842,95128,11,4,3,2959,2024-06-06
94843,86023,17,8,34,1937,2024-09-20
94844,14194,16,8,20,3480,2024-11-27
94845,197091,5,5,34,4877,2024-12-04
94846,146729,0,1,18,1032,2024-01-29
94847,145872,17,0,23,4332,2024-05-17
94848,95590,0,3,1,1484,2024-03-22
94849,49724,13,8,37,3416,2024-09-28
94850,46838,8,5,21,3981,2024-01-06
94851,85866,13,0,0,2783,2024-03-20
94852,79,4,0,33,4141,2024-05-02
94853,89256,0,7,6,737,2024-04-13
94854,35662,4,1,37,3178,2024-09-08
94855,195236,8,4,1,1701,2024-04-05
94856,6776,16,8,49,4880,2024-08-31
94857,74430,10,4,12,865,2024-10-04
94858,92100,7,5,2,2498,2024-04-06
94859,88881,17,9,42,2723,2024-08-13
94860,15278,5,9,25,4096,2024-09-26
94861,43265,4,8,48,3955,2024-12-19
94862,74066,11,6,33,1211,2024-01-15
94863,27605,10,7,42,4616,2024-03-13
94864,41329,10,9,33,3921,2024-03-07
94865,188128,17,4,7,2240,2024-07-03
94866,114557,13,4,22,4435,2024-12-14
94867,108010,14,0,45,4471,2024-08-12
94868,163876,13,8,41,832,2024-10-29
94869,24664,15,4,43,1015,2024-03-21
94870,153474,12,7,23,18,2024-09-01
94871,197365,2,3,26,1669,2024-12-20
94872,172275,19,3,22,4193,2024-11-19
94873,21469,10,8,45,4224,2024-04-01
94874,73313,15,9,45,631,2024-08-31
94875,28952,6,5,49,1265,2024-12-21
94876,100163,4,8,19,1942,2024-01-04
94877,35264,11,4,5,4057,2024-06-02
94878,85620,13,8,39,3953,2024-01-31
94879,30580,9,0,10,1003,2024-04-20
94880,7675,4,0,16,4656,2024-03-05
94881,76788,13,1,4,843,2024-06-11
94882,95492,8,2,36,1199,2024-09-29
94883,107334,4,7,22,3420,2024-08-16
94884,41918,14,3,18,988,2024-06-03
94885,63569,16,8,7,86,2024-04-12
94886,170443,14,7,17,871,2024-10-28
94887,97376,5,0,43,1121,2024-12-06
94888,114732,12,1,42,319,2024-08-28
94889,65196,7,2,34,3385,2024-01-25
94890,129331,3,6,45,1029,2024-03-18
94891,8638,4,0,28,4554,2024-03-11
94892,108795,16,7,9,1321,2024-03-06
94893,120263,11,5,30,4778,2024-07-19
94894,58410,5,9,8,1746,2024-03-30
94895,168422,18,2,35,3109,2024-05-09
94896,196945,0,8,29,209,2024-08-26
94897,196806,8,7,32,3708,2024-07-13
94898,174463,18,5,16,2225,2024-08-20
94899,52909,6,2,41,3176,2024-08-08
94900,113249,7,5,14,4852,2024-10-13
94901,123659,13,4,31,2143,2024-01-02
94902,35827,17,1,19,1567,2024-01-23
94903,160071,14,3,39,4375,2024-07-01
94904,181267,0,9,47,559,2024-05-09
94905,18721,11,5,15,3369,2024-09-12
94906,7899,19,9,47,3218,2024-06-10
94907,120341,12,7,3,1458,2024-12-06
94908,179553,15,1,17,127,2024-09-12
94909,26525,11,5,27,2490,2024-09-02
94910,32058,15,9,1,902,2024-04-30
94911,125974,4,7,22,4614,2024-01-03
94912,53198,0,9,0,3036,2024-02-11
94913,44655,5,4,39,3907,2024-02-26
94914,41015,14,8,31,348,2024-12-05
94915,71768,3,3,43,4030,2024-10-19
94916,69564,17,7,19,319,2024-02-02
94917,113271,13,7,3,606,2024-01-31
94918,13042,0,1,18,3806,2024-10-09
94919,100187,12,7,36,2044,2024-03-27
94920,43305,14,1,7,2535,2024-06-09
94921,97642,6,5,6,3534,2024-11-18
94922,186919,7,6,34,1893,2024-07-16
94923,174698,19,0,46,3913,2024-09-22
94924,32655,0,3,0,460,2024-04-28
94925,58240,19,5,38,3945,2024-10-19
94926,193565,13,5,8,4646,2024-05-08
94927,183758,0,3,20,2379,2024-05-16
94928,39900,19,3,35,3535,2024-10-23
94929,76392,5,0,6,2037,2024-02-10
94930,9181,18,1,37,3849,2024-07-11
94931,46028,15,7,29,1150,2024-12-07
94932,23429,7,0,26,2577,2024-03-15
94933,80552,7,6,34,3409,2024-07-24
94934,173950,6,8,27,1541,2024-02-27
94935,192759,19,0,7,2000,2024-05-01
94936,106128,0,8,8,664,2024-12-02
94937,75695,9,3,48,4684,2024-08-26
94938,140373,6,5,36,2472,2024-04-11
94939,48382,18,7,30,872,2024-09-27
94940,16499,19,6,26,2528,2024-08-13
94941,30156,6,1,10,2890,2024-04-04
94942,169288,14,2,35,3780,2024-09-04
94943,48017,1,9,25,3967,2024-12-23
94944,44213,11,8,0,3768,2024-03-26
94945,3232,3,1,39,2087,2024-11-25
94946,46416,8,1,45,1775,2024-09-29
94947,138527,19,7,46,2700,2024-12-04
94948,176635,5,7,45,927,2024-07-16
94949,125987,16,1,19,1572,2024-12-05
94950,114249,10,3,37,1213,2024-01-28
94951,84034,2,9,34,967,2024-10-04
94952,152680,15,0,22,2155,2024-11-23
94953,70810,5,2,17,4333,2024-05-02
94954,18086,18,6,43,4243,2024-07-29
94955,17565,15,7,26,3409,2024-08-22
94956,87059,2,7,7,3462,2024-02-27
94957,68978,18,5,27,805,2024-04-27
94958,81211,11,5,0,1812,2024-02-03
94959,138527,17,7,13,565,2024-07-24
94960,116905,8,0,39,3005,2024-05-09
94961,58600,18,4,11,4746,2024-05-27
94962,157861,14,3,1,2994,2024-07-26
94963,45849,4,6,46,716,2024-05-22
94964,199746,14,9,17,2377,2024-07-11
94965,55245,16,0,37,4824,2024-02-28
94966,133064,12,9,36,4845,2024-08-19
94967,9798,7,5,36,1061,2024-10-29
94968,138435,3,6,42,1390,2024-09-16
94969,91530,4,6,38,1979,2024-10-11
94970,18632,17,8,29,4809,2024-03-12
94971,176881,11,2,22,151,2024-12-04
94972,77950,8,7,37,4297,2024-06-03
94973,51964,5,7,1,3080,2024-03-10
94974,164055,2,0,26,714,2024-05-23
94975,179747,7,9,2,4381,2024-05-30
94976,123526,6,4,28,2091,2024-04-10
94977,177493,13,2,17,2445,2024-02-18
94978,198491,5,6,17,91,2024-02-12
94979,154339,11,8,11,2085,2024-07-13
94980,26897,3,3,31,4370,2024-10-17
94981,176196,7,2,33,1,2024-04-16
94982,34951,17,0,5,1422,2024-12-24
94983,146090,19,7,2,3362,2024-12-01
94984,142393,16,9,33,478,2024-01-04
94985,180222,3,0,20,402,2024-10-11
94986,76336,9,4,34,4412,2024-02-17
94987,134409,1,4,14,4495,2024-10-30
94988,62340,8,5,46,615,2024-01-20
94989,134396,16,0,5,1473,2024-01-31
94990,7621,11,0,39,3536,2024-10-08
94991,92253,0,6,42,4489,2024-07-05
94992,47948,1,9,17,571,2024-04-03
94993,153346,2,5,35,4717,2024-05-02
94994,93112,16,1,24,118,2024-12-12
94995,96842,14,4,6,1308,2024-05-07
94996,165844,10,8,21,502,2024-02-22
94997,29442,11,5,33,294,2024-06-12
94998,145883,14,5,1,809,2024-10-18
94999,143389,6,8,23,2893,2024-03-06
95000,59294,3,6,46,584,2024-04-30
95001,152901,15,1,46,3955,2024-12-03
95002,60218,16,4,23,3173,2024-10-18
95003,126424,11,7,2,3779,2024-08-14
95004,167784,1,3,27,4206,2024-03-23
95005,3102,10,1,20,477,2024-12-11
95006,101259,18,0,33,4106,2024-09-08
95007,27107,1,3,37,3839,2024-12-13
95008,113898,16,5,3,4637,2024-08-29
95009,123008,8,9,37,4309,2024-05-24
95010,159013,2,0,45,204,2024-11-16
95011,156297,9,0,48,354,2024-06-30
95012,166535,8,6,27,1814,2024-08-29
95013,117084,19,1,45,737,2024-09-29
95014,187361,8,2,13,3187,2024-01-01
95015,22677,17,8,3,3861,2024-08-28
95016,160775,10,1,31,1475,2024-11-07
95017,118303,15,4,32,576,2024-08-09
95018,81413,4,8,17,3840,2024-04-09
95019,64955,19,2,7,862,2024-06-27
95020,93339,7,2,42,2034,2024-01-25
95021,126607,11,2,27,3621,2024-09-08
95022,90193,12,8,45,4908,2024-05-10
95023,65501,2,4,9,731,2024-08-14
95024,84202,4,3,36,1182,2024-08-01
95025,45269,8,6,42,2890,2024-08-04
95026,34522,12,8,20,1836,2024-05-11
95027,151084,8,0,3,756,2024-09-14
95028,18391,9,1,47,1297,2024-10-25
95029,13147,3,8,47,43,2024-03-18
95030,161297,9,3,11,532,2024-03-30
95031,7062,1,7,34,1660,2024-03-20
95032,51873,0,0,19,2633,2024-11-29
95033,77823,11,6,22,1498,2024-03-06
95034,45,1,6,0,3107,2024-12-18
95035,134505,5,9,3,2578,2024-12-14
95036,120690,16,1,5,2329,2024-12-25
95037,186437,11,6,25,3330,2024-07-21
95038,148493,18,5,15,345,2024-02-19
95039,98504,14,5,6,4714,2024-10-28
95040,192368,2,9,44,1138,2024-01-17
95041,151122,6,2,33,4697,2024-01-01
95042,189050,12,5,2,2440,2024-05-06
95043,12754,6,1,41,4554,2024-01-17
95044,176134,0,3,20,2048,2024-06-07
95045,4263,7,2,20,1167,2024-03-26
95046,169001,6,8,13,3439,2024-05-12
95047,179341,15,5,42,1795,2024-03-16
95048,17460,0,0,26,2711,2024-07-28
95049,28219,1,1,47,4539,2024-09-13
95050,184177,2,6,43,1357,2024-09-25
95051,159423,12,4,44,4261,2024-02-05
95052,3903,3,4,31,1146,2024-08-02
95053,32313,19,0,29,459,2024-12-02
95054,7270,3,9,9,143,2024-07-21
95055,122283,7,9,11,3123,2024-03-10
95056,120180,6,7,5,2697,2024-02-09
95057,192812,10,5,40,4718,2024-06-24
95058,135298,3,3,41,1649,2024-07-02
95059,62255,4,5,47,2163,2024-09-23
95060,78348,14,3,40,768,2024-07-14
95061,7174,10,2,20,977,2024-05-07
95062,10557,18,1,48,4392,2024-11-05
95063,198130,13,4,1,4972,2024-06-23
95064,25623,13,3,18,1820,2024-02-26
95065,26588,17,1,4,424,2024-01-10
95066,181531,18,3,17,1960,2024-12-30
95067,3524,7,0,38,1872,2024-10-05
95068,167192,11,5,18,1092,2024-09-05
95069,180404,2,7,26,2877,2024-11-30
95070,110399,16,7,22,1545,2024-01-06
95071,78484,18,6,8,2921,2024-01-22
95072,145468,16,4,17,743,2024-04-19
95073,99665,1,2,49,998,2024-05-03
95074,84648,11,6,49,4455,2024-12-21
95075,36645,11,1,45,2409,2024-12-12
95076,35518,7,5,35,4981,2024-08-21
95077,137731,11,7,8,3049,2024-03-16
95078,109737,4,1,0,4100,2024-02-25
95079,53123,1,3,39,2616,2024-05-01
95080,95672,17,1,3,2179,2024-03-19
95081,74136,18,9,7,3950,2024-01-24
95082,82538,10,0,36,2307,2024-07-03
95083,187091,1,2,7,3098,2024-03-06
95084,26093,19,8,14,449,2024-01-12
95085,68290,18,3,41,3749,2024-08-15
95086,162507,7,2,20,2339,2024-02-24
95087,108935,8,8,3,3148,2024-03-03
95088,88014,6,0,43,3415,2024-08-03
95089,39505,1,7,43,4669,2024-10-12
95090,163639,14,5,29,3991,2024-09-18
95091,83625,18,3,11,4931,2024-03-09
95092,112870,0,1,3,2437,2024-11-24
95093,117162,4,1,5,2098,2024-12-09
95094,163240,18,2,35,485,2024-07-30
95095,189901,3,0,23,4624,2024-06-07
95096,22881,4,0,2,1995,2024-03-03
95097,136932,11,2,4,197,2024-06-24
95098,57416,12,4,26,1793,2024-07-15
95099,125380,19,4,49,2307,2024-12-21
95100,157917,14,1,37,1896,2024-04-14
95101,176095,10,2,16,4509,2024-08-27
95102,116729,1,2,33,1067,2024-07-09
95103,186846,6,6,32,2614,2024-01-25
95104,33177,10,7,21,4654,2024-02-25
95105,138891,3,8,23,2935,2024-09-27
95106,20552,14,7,15,2864,2024-09-15
95107,107312,1,4,32,4213,2024-03-25
95108,118082,16,1,26,123,2024-05-07
95109,66918,4,4,34,4953,2024-04-22
95110,142070,1,4,10,4494,2024-04-25
95111,90762,2,5,25,2405,2024-08-31
95112,148780,11,5,1,1355,2024-05-29
95113,10130,8,7,10,4407,2024-02-28
95114,29516,16,1,26,2113,2024-01-09
95115,169549,2,6,30,1991,2024-05-12
95116,177692,9,7,9,2814,2024-02-16
95117,89985,13,0,46,991,2024-10-27
95118,150661,4,2,42,389,2024-06-12
95119,1119,9,1,34,877,2024-07-29
95120,3809,13,0,46,4453,2024-03-06
95121,18286,16,0,43,2136,2024-10-11
95122,57906,4,5,11,4643,2024-11-25
95123,90857,10,0,5,3941,2024-01-20
95124,190964,15,4,5,3961,2024-02-09
95125,131087,5,9,19,1228,2024-10-21
95126,114655,19,0,37,273,2024-11-13
95127,198241,12,8,27,2273,2024-09-21
95128,39845,18,1,22,3724,2024-10-31
95129,84835,1,4,36,3274,2024-10-06
95130,93126,0,3,9,2058,2024-02-12
95131,186275,5,4,44,778,2024-02-12
95132,199062,15,5,27,1359,2024-08-19
95133,165010,14,9,25,4607,2024-01-17
95134,66284,9,1,26,2488,2024-08-04
95135,118921,18,7,8,4214,2024-03-14
95136,80167,6,8,10,2407,2024-02-29
95137,28318,9,4,25,3680,2024-01-12
95138,70450,7,1,9,3413,2024-05-04
95139,166739,10,9,11,4612,2024-12-25
95140,148277,14,7,2,4656,2024-06-03
95141,42761,6,0,3,3169,2024-10-23
95142,9862,0,8,1,903,2024-02-04
95143,25699,13,0,2,3560,2024-11-07
95144,37762,3,2,39,1562,2024-06-19
95145,177449,6,7,42,2685,2024-11-21
95146,12914,15,1,12,4916,2024-12-22
95147,66567,14,2,25,4622,2024-11-20
95148,31215,19,7,9,1001,2024-12-29
95149,124359,8,1,4,3458,2024-06-08
95150,106432,17,8,35,3415,2024-03-29
95151,196925,0,7,49,2624,2024-03-29
95152,36977,17,3,30,4205,2024-06-09
95153,101711,2,6,26,1265,2024-06-13
95154,15658,10,8,49,988,2024-06-02
95155,35921,6,9,45,1537,2024-04-16
95156,18130,18,1,29,3006,2024-08-20
95157,54050,17,8,24,2231,2024-08-27
95158,14856,9,1,22,323,2024-06-24
95159,170461,18,3,1,4687,2024-11-11
95160,19689,13,3,31,4465,2024-11-14
95161,37479,9,8,36,3459,2024-10-31
95162,176352,2,2,21,346,2024-12-30
95163,192812,18,9,35,202,2024-07-24
95164,179664,13,0,12,347,2024-10-06
95165,174531,9,0,35,3686,2024-05-23
95166,169480,7,0,18,2730,2024-09-26
95167,46892,9,2,34,1534,2024-12-10
95168,62110,8,1,12,875,2024-07-06
95169,74838,10,6,35,577,2024-10-17
95170,135466,10,1,16,3628,2024-09-07
95171,109983,13,0,18,4641,2024-09-22
95172,120808,2,2,42,44,2024-01-10
95173,127218,7,6,24,2893,2024-09-30
95174,62238,10,7,42,3408,2024-11-21
95175,176561,12,1,0,2357,2024-06-01
95176,194564,6,3,25,799,2024-08-19
95177,158062,1,7,48,568,2024-09-28
95178,143150,9,8,10,3299,2024-12-30
95179,79973,15,4,8,1412,2024-06-13
95180,120753,0,5,24,3782,2024-01-01
95181,177401,10,5,46,2791,2024-11-19
95182,141935,13,6,14,3514,2024-10-06
